,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
231,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Entertainment,Black or African American alone,Female,low
4205,25-29,2,Never married,More than 50,4,High School or GED Diploma,5,governmental,Education,White alone,Female,low
9317,40-49,4,Married,20-39,2,"Started College, No Diploma",6,governmental,Service/Hospitality,White alone,Female,low
5924,60-69,6,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Male,high
15237,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Male,high
10849,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
18856,Older than 70,7,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
19074,40-49,4,Married,40-49,3,Associate Degree,7,governmental,Construction/Extraction,White alone,Male,high
12321,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
11399,60-69,6,Married,Less than 20,1,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
2067,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
19010,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
2617,40-49,4,Married,20-39,2,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
2782,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Female,low
19568,Older than 70,7,Married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,Black or African American alone,Male,high
20153,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Finance/Accounting,White alone,Female,high
3099,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Male,low
18887,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Healthcare/Medical Services,Other,Female,low
7772,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
595,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,Black or African American alone,Male,low
7088,60-69,6,Married,More than 50,4,High School or GED Diploma,5,self employed,Sales,White alone,Male,low
13665,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,low
12514,Older than 70,7,Married,40-49,3,Bachelor Degree,8,self employed,Management/Business,White alone,Male,high
18612,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,low
13657,60-69,6,Separated,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
16775,40-49,4,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
13894,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
2328,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,low
11204,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,self employed,Sales,White alone,Male,low
1698,40-49,4,Married,40-49,3,Associate Degree,7,private,Sales,White alone,Male,high
5179,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,Black or African American alone,Female,high
16198,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,low
3310,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,private,Legal Services,White alone,Female,low
5370,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
17324,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
3901,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
10738,60-69,6,Separated,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
9364,30-39,3,Never married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Male,low
8423,40-49,4,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
19000,50-59,5,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
4221,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Female,low
18160,30-39,3,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
11252,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Male,high
17300,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,Other,Female,low
6603,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Repair/Maintenance,White alone,Male,high
13340,50-59,5,Married,20-39,2,High School or GED Diploma,5,governmental,Sales,White alone,Female,low
7383,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
21704,50-59,5,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,high
16626,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
2084,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
6307,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
11821,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
14516,60-69,6,Married,20-39,2,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
14459,Younger than 25,1,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
20609,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Construction/Extraction,White alone,Male,low
16524,60-69,6,Married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Transport,White alone,Male,low
21191,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
15153,30-39,3,Never married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
1427,50-59,5,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
19670,60-69,6,Never married,20-39,2,Master or other Degree Beyond Bachelor,9,self employed,Legal Services,White alone,Male,high
13311,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
8105,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Other,Female,low
7685,60-69,6,Separated,More than 50,4,Associate Degree,7,private,Transport,White alone,Male,high
8686,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
16084,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
10881,30-39,3,Separated,40-49,3,High School or GED Diploma,5,governmental,Management/Business,White alone,Female,high
6165,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Transport,Other,Male,high
6119,40-49,4,Widowed,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Protective Services,Black or African American alone,Female,high
15318,Younger than 25,1,Never married,More than 50,4,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
15278,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
21658,60-69,6,Widowed,40-49,3,High School or GED Diploma,5,governmental,Transport,White alone,Female,low
11135,25-29,2,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
21442,50-59,5,Separated,More than 50,4,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
8306,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
15348,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Female,high
2872,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
21103,30-39,3,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,self employed,Legal Services,White alone,Male,high
8660,40-49,4,Married,40-49,3,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
16629,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Education,White alone,Female,low
100,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Male,low
21418,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Male,low
3185,40-49,4,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Legal Services,White alone,Male,high
19023,60-69,6,Separated,Less than 20,1,Bachelor Degree,8,governmental,Education,Black or African American alone,Female,low
2333,30-39,3,Separated,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
7388,40-49,4,Separated,40-49,3,"Started High School, No Diploma",4,private,Healthcare/Medical Services,Black or African American alone,Female,low
6592,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
12269,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",Other,Male,low
6302,25-29,2,Married,40-49,3,"Started College, No Diploma",6,governmental,Repair/Maintenance,White alone,Male,low
17922,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
14774,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
9607,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
3559,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Management/Business,Black or African American alone,Female,low
874,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Male,high
1288,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
18769,60-69,6,Married,More than 50,4,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,high
20580,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
4996,30-39,3,Widowed,40-49,3,No Elementary School,1,private,Transport,Other,Male,low
14848,60-69,6,Never married,Less than 20,1,Doctorate Degree,10,private,Counseling/Mental Health Services,White alone,Female,low
1334,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
15849,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Male,low
1783,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
3865,60-69,6,Married,40-49,3,Bachelor Degree,8,self employed,Counseling/Mental Health Services,Black or African American alone,Female,high
5474,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
9575,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Other,Male,low
4462,50-59,5,Married,Less than 20,1,"Started College, No Diploma",6,governmental,Management/Business,White alone,Female,low
21883,30-39,3,Separated,More than 50,4,"Started College, No Diploma",6,governmental,Transport,White alone,Male,low
9401,40-49,4,Married,40-49,3,High School or GED Diploma,5,governmental,Repair/Maintenance,White alone,Male,low
5359,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
15518,30-39,3,Separated,40-49,3,Doctorate Degree,10,governmental,Education,White alone,Female,high
15171,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
8894,30-39,3,Separated,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
19765,30-39,3,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,high
10569,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
